0,213.89171373844147,132.58157867193222,0.9999994039535522,210.75906193256378,143.33341121673584,1.0,213.22805726528168,151.17325091362,0.9999983310699463,214.64330291748047,144.23757410049438,1.0
1,227.51556092500687,129.56821012496948,0.999999463558197,227.591466486454,140.7512080669403,0.9999998807907104,232.9707546234131,148.4708933532238,0.9999977350234985,230.57275533676147,141.26480424404144,0.9999998807907104
2,245.55090463161469,120.4490327835083,0.9999998807907104,249.86089372634888,131.04355150461197,0.9999994039535522,253.77917337417603,137.9049665927887,0.9999575614929199,252.15546022355556,125.63833892345428,0.9999997615814209
3,271.14438700675964,105.28854417800903,0.9999911785125732,274.41813814640045,117.12763035297394,1.0,280.5144393444061,123.89245691895485,0.9999576210975647,278.7463810443878,111.8267285823822,1.0
4,291.49706906080246,94.94882416725159,1.0,291.6746472120285,109.02692222595215,0.9999998807907104,298.82334887981415,114.91232788562775,0.9999992847442627,297.1792981624603,103.82214999198914,0.9999999403953552
5,275.651358038187,101.15149784088135,0.9999946355819702,279.49817991256714,101.22568595409393,0.9999966025352478,283.52978894114494,110.42326211929321,0.9997390508651733,281.99174904823303,103.28654789924622,0.9999991059303284
6,258.80873477458954,104.40783023834229,0.9999955892562866,254.88498044013977,116.21409054100513,0.9999998807907104,256.0205912590027,123.2606390118599,0.9999584555625916,260.5720226764679,114.45344591140747,1.0
7,252.70298892259598,113.15048933029175,0.9999958276748657,242.75845384597778,124.23754295706749,1.0,240.00692224502563,131.83065485954285,1.0,251.66969501972198,125.19627821445465,0.9999998807907104
8,244.27993655204773,121.79832196235657,1.0,231.19061660766602,131.63270324468613,1.0,228.27958434820175,137.67096328735352,0.9999998807907104,239.32398509979248,131.70558813214302,0.9999998807907104
9,235.29086846113205,127.884685754776,0.999998927116394,219.64666536450386,133.4978380203247,1.0,213.44123446941376,139.75162316858768,1.0,227.3213136792183,137.31491565704346,1.0
10,222.3451428413391,133.7979189157486,0.9999988079071045,206.37743306159973,134.72599720954895,0.9999993443489075,200.24518203735352,138.9581320285797,0.9999971389770508,212.85043168067932,139.39816069602966,0.9999995231628418
11,211.7656471133232,138.5084068775177,1.0,194.53041648864746,139.27603697776794,0.9999998807907104,188.799950838089,137.62640142440796,0.9999998807907104,203.49491041898727,142.1061818599701,0.9999990463256836
